age,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
34,single,secondary,no,2729,yes,no,945,1,139,1,success,no
35,married,secondary,no,270,yes,yes,332,2,335,1,failure,no
45,married,secondary,no,-73,yes,no,551,3,313,9,failure,no
33,single,tertiary,no,127,yes,no,583,2,222,17,failure,yes
38,single,secondary,no,12926,yes,no,271,2,307,1,failure,no
32,married,secondary,no,393,no,no,211,2,266,2,failure,no
47,single,secondary,no,1544,yes,no,104,1,312,1,failure,no
45,married,secondary,no,146,yes,yes,294,1,305,15,failure,no
44,married,secondary,no,8262,yes,no,150,1,257,16,failure,no
30,single,secondary,no,10152,yes,no,1108,2,270,1,failure,no
44,married,secondary,no,545,yes,no,122,3,136,1,failure,no
35,married,secondary,no,5553,yes,no,371,3,136,7,failure,no
40,married,primary,no,2133,yes,yes,377,3,325,1,failure,no
37,married,secondary,no,1207,yes,no,1353,2,138,2,success,yes
37,single,tertiary,no,3943,no,no,1138,2,138,1,failure,yes
42,married,primary,no,574,yes,no,357,2,327,2,failure,no
46,single,secondary,no,757,yes,yes,342,3,256,3,failure,no
33,single,secondary,no,2554,yes,no,125,3,249,15,failure,no
41,divorced,secondary,no,270,yes,no,143,1,336,1,failure,no
33,married,secondary,no,387,yes,no,327,2,138,2,failure,no
43,married,secondary,no,902,yes,no,91,1,328,1,failure,no
33,married,tertiary,no,663,yes,no,381,1,243,4,failure,no
36,single,secondary,no,3508,yes,no,183,1,266,3,failure,no
31,married,secondary,no,625,yes,no,424,1,138,1,failure,no
33,single,secondary,no,706,yes,no,329,1,322,1,failure,no
53,divorced,secondary,no,1912,yes,yes,210,1,253,2,failure,no
32,married,secondary,no,897,yes,no,293,3,322,2,failure,no
53,married,primary,no,53,yes,no,208,1,140,1,failure,no
35,married,tertiary,no,1859,yes,no,157,1,267,2,failure,no
31,married,primary,no,1601,no,no,615,1,137,3,failure,no
37,divorced,tertiary,no,1174,yes,no,436,1,140,2,failure,no
41,married,secondary,no,446,yes,no,93,3,140,2,failure,no
39,single,primary,no,581,yes,no,620,1,39,2,success,no
48,married,secondary,no,665,yes,no,271,2,230,3,failure,no
33,married,primary,no,1064,yes,no,311,1,330,1,failure,no
35,single,tertiary,no,714,yes,no,263,2,224,22,failure,no
43,single,secondary,no,4990,yes,no,58,1,228,10,failure,no
24,single,secondary,no,5,no,no,66,1,330,1,failure,no
49,divorced,tertiary,no,1342,yes,yes,253,1,140,1,failure,no
36,married,secondary,no,1746,yes,no,15,1,316,1,failure,no
36,divorced,secondary,no,356,yes,no,244,3,313,1,failure,no
44,married,secondary,no,728,yes,no,185,1,328,11,failure,no
41,married,tertiary,no,5,yes,no,542,3,140,3,failure,no
40,single,primary,no,446,yes,no,594,4,331,1,failure,no
38,married,secondary,no,6994,yes,no,169,1,139,2,failure,no
42,married,secondary,no,233,no,no,98,1,231,4,failure,no
35,married,secondary,no,2926,yes,no,182,1,292,25,failure,no
37,single,secondary,no,810,yes,no,376,1,295,1,failure,no
35,single,tertiary,no,458,yes,no,2129,1,322,3,failure,no
55,married,secondary,no,12159,yes,no,179,5,139,4,failure,no
39,married,secondary,no,217,yes,no,284,1,308,4,failure,no
48,married,secondary,no,4415,yes,no,1032,3,141,7,failure,yes
34,single,tertiary,no,3404,yes,no,420,1,139,5,failure,no
36,married,primary,no,1094,yes,no,291,1,335,1,failure,no
32,married,secondary,no,303,yes,no,150,1,267,4,failure,yes
38,married,tertiary,no,3234,no,no,281,1,141,2,success,no
40,married,tertiary,no,2310,yes,yes,120,1,294,1,failure,no
50,single,secondary,no,-97,yes,no,425,1,306,2,failure,no
32,married,secondary,no,1951,yes,no,518,2,261,2,failure,no
44,married,secondary,no,1807,yes,yes,229,1,313,1,failure,no
35,married,tertiary,no,1725,yes,yes,180,2,254,7,failure,no
35,married,tertiary,no,24,yes,no,169,1,231,2,failure,no
39,married,secondary,no,702,yes,no,303,1,300,1,failure,no
37,married,secondary,no,523,yes,no,171,2,139,4,failure,no
38,single,secondary,no,2580,yes,no,1691,2,264,3,failure,yes
37,single,secondary,no,248,yes,no,417,2,57,3,failure,no
58,divorced,tertiary,no,5253,no,no,162,4,295,3,failure,no
38,married,secondary,no,13849,yes,no,286,4,321,5,failure,no
32,married,secondary,no,344,yes,no,68,3,140,2,failure,no
33,married,primary,no,331,yes,no,435,2,314,3,failure,no
36,married,primary,no,2730,yes,no,105,1,323,1,failure,no
57,married,secondary,no,1412,yes,no,89,1,330,1,failure,no
41,married,secondary,no,803,yes,no,592,4,316,3,failure,yes
33,single,secondary,no,719,yes,no,448,2,316,6,failure,yes
51,divorced,primary,no,155,yes,yes,220,1,142,1,failure,no
39,married,secondary,no,958,yes,no,141,5,142,4,failure,no
42,married,tertiary,no,1773,no,no,311,1,336,1,failure,no
32,married,secondary,no,393,yes,no,236,1,330,1,failure,no
34,married,secondary,no,438,yes,yes,272,1,323,1,failure,no
35,married,secondary,no,159,yes,no,259,2,262,1,failure,no
51,married,primary,no,5131,yes,no,348,1,329,2,failure,no
42,married,secondary,no,0,yes,no,331,1,140,4,failure,yes
34,married,secondary,no,1012,yes,yes,353,2,163,1,success,no
30,married,secondary,no,177,yes,no,62,2,332,3,failure,no
40,divorced,tertiary,no,1315,yes,no,466,2,141,5,failure,no
43,married,secondary,no,664,yes,no,290,2,301,1,failure,no
55,married,secondary,no,2408,no,no,327,2,140,1,failure,no
31,single,secondary,no,900,yes,no,221,2,140,6,failure,no
41,married,primary,no,3658,yes,no,268,1,330,1,failure,no
40,married,secondary,no,1554,yes,no,385,2,331,1,failure,no
34,married,secondary,no,1847,yes,no,543,3,321,6,failure,no
38,single,tertiary,no,-898,yes,no,345,2,323,1,failure,no
34,married,secondary,no,404,yes,no,208,12,337,1,failure,no
34,married,tertiary,no,899,yes,no,627,2,141,7,failure,no
35,married,tertiary,no,7962,yes,no,275,2,140,2,failure,no
36,married,secondary,no,569,yes,no,265,1,323,5,failure,no
39,married,tertiary,no,1161,yes,no,236,1,336,1,failure,no
42,married,tertiary,no,1068,yes,no,444,1,300,8,failure,no
45,married,secondary,no,96,yes,no,348,3,256,2,failure,yes
34,married,secondary,no,1499,yes,no,186,1,327,2,failure,no
52,married,secondary,no,8180,yes,no,81,1,144,1,failure,no
45,single,secondary,no,946,yes,no,754,3,143,6,failure,no
60,married,primary,no,252,yes,yes,123,2,147,3,failure,no
49,single,secondary,no,8982,yes,no,470,2,334,1,failure,no
31,married,tertiary,no,357,yes,no,201,2,228,5,failure,no
38,divorced,secondary,no,3834,yes,no,363,2,327,1,failure,no
43,married,primary,no,1288,yes,no,136,1,334,1,failure,no
38,married,secondary,no,1663,yes,no,217,3,327,1,failure,no
42,married,primary,no,7735,yes,no,166,1,144,2,failure,no
41,married,tertiary,no,816,yes,yes,520,2,319,1,failure,no
34,married,tertiary,no,1116,yes,no,120,1,262,5,failure,no
43,divorced,primary,no,515,yes,no,199,2,146,1,failure,no
33,single,tertiary,no,215,yes,no,1058,1,17,1,failure,no
35,married,secondary,no,120,yes,no,269,3,328,1,failure,no
44,married,secondary,no,1450,yes,no,356,1,314,2,failure,no
41,married,tertiary,no,-456,no,no,427,4,144,1,failure,no
45,single,primary,no,237,yes,no,110,1,263,1,failure,no
33,married,tertiary,no,0,yes,no,535,3,328,1,failure,yes
25,single,secondary,no,1765,yes,no,111,3,326,2,failure,no
31,single,secondary,no,609,yes,no,1126,1,335,1,failure,no
33,single,secondary,no,572,yes,no,344,1,74,2,failure,yes
37,married,secondary,no,474,yes,no,85,1,322,1,failure,no
54,married,secondary,no,3136,yes,no,104,1,146,1,failure,no
44,divorced,secondary,no,0,no,no,1594,1,148,1,failure,yes
38,married,secondary,no,766,yes,no,461,2,335,1,failure,no
27,married,tertiary,no,10005,yes,no,163,3,271,2,failure,no
34,single,secondary,no,47,yes,no,232,1,147,2,failure,no
43,married,primary,no,2273,yes,no,424,2,147,3,failure,no
32,single,tertiary,no,574,yes,no,259,2,145,3,failure,no
36,married,secondary,no,325,no,no,119,2,337,2,failure,no
52,married,secondary,no,2904,yes,no,201,6,272,3,failure,no
52,married,tertiary,no,1944,yes,no,238,3,323,2,failure,no
35,married,secondary,no,5250,yes,no,343,2,146,1,failure,no
43,married,primary,no,2557,yes,no,165,2,327,3,failure,yes
32,married,secondary,no,1129,yes,no,903,2,341,2,failure,yes
40,divorced,secondary,no,1062,yes,no,389,2,299,4,failure,no
33,single,tertiary,no,1271,yes,no,636,3,330,1,failure,yes
46,married,secondary,no,4105,yes,no,115,3,258,2,failure,no
32,single,secondary,no,674,yes,yes,169,1,316,3,failure,no
53,divorced,secondary,no,8112,yes,yes,75,1,146,1,failure,no
32,married,secondary,no,-292,yes,yes,301,1,316,1,failure,no
31,married,secondary,no,1131,yes,yes,126,1,148,6,failure,no
36,married,secondary,no,1160,yes,no,56,1,323,3,failure,no
50,married,tertiary,no,202,yes,no,107,1,148,4,failure,no
41,married,secondary,no,217,yes,no,375,2,344,1,failure,no
29,married,tertiary,no,5698,no,no,437,1,264,1,failure,no
38,single,secondary,no,8381,no,no,82,1,145,1,failure,no
54,divorced,primary,no,2656,yes,no,1187,2,320,2,success,no
32,single,tertiary,no,3981,yes,no,362,1,271,1,failure,no
42,divorced,secondary,no,2397,yes,no,239,2,320,2,failure,no
50,married,secondary,no,254,yes,no,397,2,337,1,failure,no
44,married,primary,no,4581,yes,no,520,3,146,2,failure,no
38,single,tertiary,no,6158,yes,no,139,5,145,9,failure,yes
37,single,tertiary,no,3649,yes,no,623,2,146,4,failure,no
34,single,secondary,no,2660,yes,no,158,2,329,1,failure,no
34,single,tertiary,no,1393,yes,no,540,3,271,3,success,no
37,single,tertiary,no,876,yes,no,140,4,327,2,failure,no
33,married,secondary,no,1397,yes,no,370,1,146,3,failure,no
39,married,secondary,no,0,yes,no,137,1,300,1,failure,no
36,married,primary,no,453,yes,no,176,1,330,2,failure,no
32,single,secondary,no,202,yes,no,827,1,149,1,failure,no
29,single,secondary,no,1232,yes,no,258,1,316,2,failure,no
33,single,tertiary,no,23663,yes,no,199,2,146,2,failure,no
35,single,tertiary,no,1350,yes,no,185,1,330,1,failure,no
43,single,secondary,no,1306,yes,no,243,1,336,1,failure,no
32,single,secondary,no,309,yes,yes,346,1,234,3,failure,no
41,married,secondary,no,1597,yes,no,461,2,321,1,failure,no
57,divorced,primary,no,5041,yes,no,284,1,336,1,failure,no
34,single,secondary,no,486,yes,no,204,1,328,2,failure,no
39,married,primary,no,467,yes,no,232,1,335,1,failure,no
39,married,tertiary,no,63,yes,no,479,1,330,1,failure,no
33,single,secondary,no,-665,yes,yes,324,1,342,1,failure,no
31,single,tertiary,no,2530,yes,no,60,1,342,1,failure,no
37,married,secondary,no,345,yes,yes,114,1,148,1,failure,no
36,divorced,secondary,no,3102,yes,no,188,1,147,1,failure,no
58,married,secondary,no,8195,yes,no,104,1,332,2,failure,no
33,married,primary,no,359,yes,yes,130,1,148,1,failure,no
52,single,tertiary,no,3469,yes,no,583,1,147,1,success,yes
50,married,secondary,no,825,yes,no,18,3,273,1,failure,no
30,single,tertiary,no,726,yes,no,39,1,342,3,failure,no
31,married,secondary,no,1981,yes,no,198,1,268,2,failure,no
38,divorced,secondary,no,904,yes,no,361,1,339,1,failure,no
24,single,secondary,no,525,yes,no,253,1,332,1,failure,no
37,divorced,tertiary,no,1762,yes,no,309,1,317,1,failure,no
39,divorced,secondary,no,1957,yes,yes,350,1,147,1,failure,no
35,married,secondary,no,545,yes,no,1579,1,234,4,failure,yes
39,divorced,secondary,no,-17,no,no,316,1,146,4,failure,no
29,married,primary,no,10045,yes,no,617,1,322,4,failure,no
46,single,primary,no,96,yes,no,99,1,148,1,failure,no
54,married,secondary,no,736,yes,no,268,1,331,1,failure,no
33,single,tertiary,no,1354,yes,no,270,1,147,2,failure,no
54,married,secondary,no,0,no,no,1366,1,150,1,failure,no
39,married,tertiary,no,691,yes,yes,517,1,255,1,failure,no
51,married,secondary,no,0,yes,yes,432,1,150,1,failure,no
57,divorced,primary,no,207,yes,no,284,1,317,4,failure,no
47,married,secondary,no,1375,yes,no,272,2,321,7,failure,no
48,married,secondary,no,543,yes,no,152,1,336,1,failure,no
46,married,secondary,no,1550,yes,no,126,2,149,8,failure,no
33,married,tertiary,no,2441,yes,yes,257,2,148,1,failure,no
30,single,secondary,no,445,yes,no,218,1,330,2,failure,no
40,married,secondary,no,31,yes,no,174,2,147,6,failure,no
32,single,primary,no,528,yes,no,219,1,273,1,failure,no
30,married,tertiary,no,26,yes,no,62,1,323,1,failure,no
31,single,secondary,no,855,yes,no,94,1,317,2,failure,no
40,married,primary,no,644,yes,no,118,2,336,1,failure,no
38,divorced,secondary,no,614,yes,no,314,2,331,1,failure,no
30,single,secondary,no,818,yes,yes,66,1,346,1,failure,no
54,married,primary,no,3170,yes,no,140,2,324,4,failure,no
32,single,tertiary,no,519,yes,no,317,2,149,1,failure,no
38,married,secondary,no,281,yes,no,235,2,335,2,failure,no
36,single,tertiary,no,4788,yes,no,241,2,317,1,failure,no
36,single,primary,no,736,yes,no,114,2,304,2,failure,no
36,single,tertiary,no,470,yes,no,123,3,265,13,success,no
37,married,secondary,no,2848,yes,no,280,2,147,3,failure,no
31,single,tertiary,no,319,yes,no,302,2,248,2,failure,no
44,divorced,tertiary,no,2422,yes,no,399,2,269,2,failure,no
47,married,tertiary,no,109,yes,no,91,2,268,1,failure,no
42,married,primary,no,560,yes,yes,122,4,149,2,failure,no
32,married,secondary,no,1273,yes,no,1365,2,328,1,failure,yes
38,married,tertiary,no,2084,yes,no,71,2,330,2,failure,no
42,married,secondary,no,1027,yes,no,63,2,150,4,failure,no
33,single,secondary,no,1036,yes,yes,323,2,321,2,failure,no
39,married,primary,no,2366,yes,no,1007,3,325,4,failure,no
32,single,secondary,no,301,yes,no,383,3,345,1,failure,no
38,married,secondary,no,183,yes,no,256,3,339,2,failure,no
32,married,secondary,no,1167,yes,yes,668,3,147,1,failure,no
53,married,secondary,no,3703,yes,no,104,1,267,1,failure,no
41,married,primary,no,-692,yes,no,370,3,282,2,failure,no
35,divorced,secondary,no,124,yes,no,48,4,146,5,failure,no
47,divorced,secondary,no,392,yes,yes,279,3,148,1,failure,no
31,married,secondary,no,4457,yes,no,225,1,146,4,success,no
42,divorced,secondary,no,611,yes,no,804,2,262,5,failure,no
45,married,primary,no,2958,yes,no,580,1,317,2,failure,no
27,single,secondary,no,639,yes,no,119,1,314,5,success,no
34,married,primary,no,2720,yes,no,115,2,146,5,failure,no
42,single,secondary,no,734,yes,no,332,2,317,3,failure,no
44,divorced,primary,no,75,yes,no,614,1,281,1,failure,no
53,married,primary,no,241,yes,no,1410,1,325,2,failure,no
32,single,tertiary,no,932,yes,no,944,1,318,1,failure,yes
40,married,secondary,no,750,yes,yes,340,1,281,1,failure,no
53,married,tertiary,no,1319,yes,no,427,1,150,1,failure,no
40,divorced,primary,no,471,yes,no,1156,1,345,2,failure,yes
37,married,tertiary,no,1594,yes,no,110,1,260,5,failure,no
34,single,tertiary,no,872,yes,no,81,1,345,2,failure,no
32,single,tertiary,no,8436,yes,no,245,1,149,2,failure,no
34,married,secondary,no,79,yes,no,193,1,329,1,failure,no
33,single,secondary,no,148,yes,no,271,1,150,1,failure,no
37,married,secondary,no,346,yes,no,390,1,316,1,failure,no
54,single,secondary,no,105,yes,no,226,1,326,3,failure,no
31,married,secondary,no,-170,yes,yes,252,1,326,1,failure,no
33,single,secondary,no,1940,yes,no,239,3,329,2,failure,no
48,single,tertiary,no,191,yes,no,222,1,326,1,failure,no
37,married,secondary,no,590,yes,no,37,1,343,2,failure,no
34,single,secondary,no,0,yes,no,112,1,332,3,failure,no
52,married,primary,no,98,yes,no,402,1,345,2,failure,no
34,married,secondary,no,1134,yes,no,408,1,329,2,failure,no
55,married,secondary,no,865,yes,no,85,1,151,1,failure,no
25,single,secondary,no,1790,no,no,224,1,322,3,failure,no
36,married,secondary,no,456,yes,yes,294,1,319,4,failure,no
34,married,secondary,no,210,yes,yes,175,1,332,1,failure,no
33,married,secondary,no,135,yes,no,114,1,345,2,failure,no
33,married,secondary,no,489,yes,no,552,1,332,1,failure,no
36,married,primary,no,442,yes,no,238,1,326,3,failure,no
37,single,secondary,no,90,yes,no,416,1,340,5,failure,no
38,single,secondary,no,245,yes,yes,71,2,345,2,success,no
30,married,secondary,no,249,yes,no,294,1,275,2,failure,no
34,married,secondary,no,703,no,no,282,2,150,2,failure,no
33,married,secondary,no,7,yes,no,612,1,148,1,failure,no
36,single,primary,no,263,yes,no,199,2,337,2,failure,no
38,married,primary,no,3242,yes,no,198,5,331,1,failure,no
38,single,tertiary,no,35,yes,no,156,1,273,3,failure,no
50,married,secondary,no,512,yes,yes,77,3,338,3,failure,no
52,married,secondary,no,1374,yes,no,267,2,322,1,failure,no
52,married,secondary,no,568,yes,no,246,1,317,1,failure,no
43,married,primary,no,-88,yes,yes,313,1,147,2,failure,no
31,married,secondary,no,-163,yes,no,135,1,270,2,failure,no
43,married,primary,no,-181,yes,no,351,1,337,3,failure,no
32,married,secondary,no,435,yes,no,456,1,331,1,failure,no
54,married,secondary,no,-133,yes,no,76,1,343,2,failure,no
38,married,tertiary,no,0,yes,no,239,1,147,4,failure,no
28,single,secondary,no,1065,yes,yes,406,1,317,1,failure,no
32,divorced,tertiary,no,294,yes,no,1095,1,274,5,success,yes
36,single,tertiary,no,670,yes,no,122,1,343,1,failure,no
43,single,secondary,no,243,yes,no,31,3,338,5,failure,no
31,married,secondary,no,658,yes,yes,268,1,270,1,failure,no
46,married,primary,no,-175,yes,yes,250,1,324,2,failure,no
54,married,tertiary,no,6525,yes,no,231,1,149,4,failure,no
34,married,primary,no,329,yes,no,952,1,343,1,failure,yes
34,single,secondary,no,598,yes,no,365,1,324,1,failure,no
31,single,tertiary,no,578,yes,no,664,1,319,4,failure,no
31,single,secondary,no,223,yes,no,508,1,315,11,success,no
43,married,secondary,no,214,yes,no,421,2,324,24,failure,no
54,married,primary,no,551,yes,no,251,1,263,2,failure,no
36,divorced,secondary,no,543,yes,no,101,1,269,2,failure,no
55,single,primary,no,1187,yes,no,113,1,319,2,failure,no
28,single,secondary,no,16,no,no,268,1,333,1,failure,no
35,married,secondary,no,457,yes,no,69,1,322,2,failure,no
38,married,tertiary,no,-113,yes,no,141,1,323,3,failure,no
34,married,tertiary,no,436,yes,no,28,1,345,1,failure,no
41,married,secondary,no,1010,yes,no,47,1,338,1,failure,no
48,married,secondary,no,1143,yes,no,264,1,317,1,failure,no
45,divorced,secondary,no,976,yes,no,183,1,338,2,failure,no
40,divorced,primary,no,190,yes,yes,139,1,346,2,failure,no
34,married,secondary,no,334,yes,no,139,2,318,1,failure,no
30,married,secondary,no,398,yes,no,132,2,238,2,failure,no
32,married,primary,no,1074,yes,no,38,1,329,2,failure,no
30,married,secondary,no,2,yes,yes,291,2,326,1,failure,no
37,married,secondary,no,-90,yes,no,921,2,263,3,failure,no
44,married,secondary,no,887,yes,no,519,1,14,2,failure,no
28,single,secondary,no,437,yes,yes,219,1,322,2,failure,no
34,married,secondary,no,21,no,no,332,1,346,3,failure,no
37,married,tertiary,no,9269,yes,yes,71,1,149,2,failure,no
33,divorced,secondary,no,273,yes,no,181,1,317,1,failure,no
36,single,secondary,no,275,yes,no,89,1,332,2,failure,no
31,single,tertiary,no,985,yes,no,997,1,57,2,failure,yes
34,married,tertiary,no,91,no,no,144,1,281,1,failure,no
54,married,secondary,no,426,yes,no,74,2,323,1,failure,no
40,single,secondary,no,556,yes,no,234,1,323,1,failure,no
